SITE;ARTIKEL;ZALOGA
1796;177262;1
1796;342784;6
1796;439908;4
1796;679235;0
1802;240805;3
1802;638085;0
1802;335485;-8
1802;125881;18
1802;650781;0
1802;283096;0
1802;281429;30
1802;470237;20
1802;474555;0
1802;625718;17
1802;242198;27
1802;623295;65
1802;516854;27
1802;499296;15
1802;118468;0
1802;499000;6
1802;118705;0
1802;340133;9
1802;623305;62
1802;625738;2
1802;518009;7
1802;668551;2
1802;125932;41
1802;653119;14
1802;478400;16
1802;523792;9
1802;188837;0
1802;132653;15
1802;517820;5
1802;459078;10
1802;208481;36
1802;524633;12
1802;511421;71
1802;241286;7
1802;112993;8
1802;637251;70
1802;460022;1
1802;673158;1
1802;253270;13
1802;639603;0
1802;459171;14
1802;605775;19
1802;477162;6
1802;520172;15
1802;676849;0
1802;459192;5
1802;470419;12
1802;447336;18
1802;625683;15
1802;219565;0
1802;585277;14
1802;130295;24
1802;125872;16
1802;515951;21
1802;468793;9
1802;240158;2
1802;510514;17
1802;239007;18
1802;145775;10
1802;418342;0
1802;652954;11
1802;610065;2
1802;625678;17
1802;418197;15
1802;511436;28
1802;264345;59
1802;447327;7
1802;511480;18
1802;625693;18
1802;669049;17
1802;668417;0
1802;642355;0
1802;468708;7
1802;216918;0
1802;625698;7
1802;98736;52
1802;499305;16
1802;623320;111
1802;478391;16
1802;625708;9
1802;298979;16
1802;125809;13
1802;511397;44
1802;642350;6
1802;499260;20
1802;468717;14
1802;653129;16
1802;468672;7
1802;623315;81
1802;511451;18
1802;468654;12
1802;308093;0
1802;177262;4
1802;263411;0
1802;321416;11
1802;296251;28
1802;468699;17
1802;653139;8
1802;605755;10
1802;511471;32
1802;253623;27
1802;679235;0
1802;448626;2
1802;673128;3
1802;317502;0
1802;686689;0
1802;321425;10
1802;485460;21
1802;683295;0
1802;672477;23
1802;441238;2
1802;320123;10
1802;449881;22
1802;625713;10
1802;167203;5
1802;411219;0
1802;638075;0
1802;401524;11
1802;415746;12
1802;468690;1
1802;335927;11
1802;527223;10
1802;192257;46
1802;683409;0
1802;499269;22
1802;465665;2
1802;418224;0
1802;470410;0
1802;625688;16
1802;210057;15
1802;462826;3
1802;447345;15
1802;465559;0
1802;192239;9
1802;125205;0
1802;652934;6
1802;605745;22
1802;342975;12
1802;470674;75
1802;342784;24
1802;653159;9
1802;125791;14
1802;673138;0
1802;499287;25
1802;192221;77
1802;478921;17
1802;322502;8
1802;264336;5
1802;411226;38
1802;125677;18
1802;439908;0
1802;660729;2
1802;176563;13
1802;238847;11
1802;668427;0
1802;335918;7
1802;653149;12
1802;625733;6
1860;674925;19
1860;660729;20
1860;411226;66
1860;125872;13
1860;625693;4
1860;125932;33
1860;462826;70
1860;623315;50
1860;625733;4
1860;605775;15
1860;580975;15
1860;582585;7
1860;242198;37
1860;177262;9
1860;320123;9
1860;208481;8
1860;335485;56
1860;610075;0
1860;238847;11
1860;683409;0
1860;623295;34
1860;468699;14
1860;527223;26
1860;125677;18
1860;321425;14
1860;264345;122
1860;639603;0
1860;511471;96
1860;653119;8
1860;478400;0
1860;459192;12
1860;478921;29
1860;668551;0
1860;470674;83
1860;625683;5
1860;625708;12
1860;447345;10
1860;219565;0
1860;499269;21
1860;460022;69
1860;415746;36
1860;340702;7
1860;418224;0
1860;511436;40
1860;342784;14
1860;298979;95
1860;241286;7
1860;477162;9
1860;188837;0
1860;281429;-11
1860;668417;8
1860;125809;17
1860;674915;8
1860;240805;0
1860;605755;18
1860;125205;55
1860;125881;14
1860;604555;0
1860;625738;3
1860;499296;21
1860;499000;43
1860;112993;12
1860;308093;0
1860;523792;14
1860;605765;6
1860;499287;16
1860;516854;88
1860;470410;0
1860;210057;12
1860;468793;19
1860;478935;4
1860;642350;4
1860;669049;32
1860;520172;25
1860;560269;8
1860;411219;0
1860;653129;9
1860;511480;20
1860;418342;0
1860;673158;41
1860;478391;20
1860;468717;18
1860;263411;0
1860;703309;0
1860;653139;3
1860;499260;11
1860;192257;14
1860;253623;61
1860;673128;6
1860;447336;21
1860;118468;6
1860;125791;13
1860;642355;10
1860;703289;66
1860;470237;18
1860;623305;69
1860;401524;18
1860;623320;102
1860;167203;3
1860;335918;28
1860;605745;17
1860;132653;45
1860;637251;71
1860;679181;3
1860;422620;9
1860;253270;11
1860;625713;6
1860;468690;13
1860;145775;18
1860;511451;68
1860;130295;34
1860;610065;0
1860;604545;0
1860;653149;14
1860;468708;9
1860;686689;0
1860;668427;0
1860;524633;19
1860;283096;59
1860;240158;19
1860;465559;8
1860;418197;16
1860;625688;-1
1860;511421;195
1860;499305;17
1860;342975;14
1860;515951;33
1860;683305;0
1860;264336;161
1860;638075;32
1860;98736;231
1860;653159;15
1860;340133;20
1860;459078;59
1860;322538;10
1860;511397;137
1860;625698;7
1860;192239;1
1860;625678;13
1860;176563;0
1860;459171;16
1860;239007;19
1860;638085;24
1860;470419;47
1860;296251;65
1860;468654;21
1860;322502;14
1860;679235;0
1860;474555;31
1860;652894;0
1860;447327;22
1860;448626;43
1860;625718;-3
1860;449881;43
1860;652934;6
1860;468672;14
1860;441238;10
1860;192221;38
1860;321416;11
1860;585277;22
1909;683305;0
1909;125809;11
1909;468672;12
1909;468708;13
1909;676849;0
1909;642350;7
1909;605745;0
1909;447345;8
1909;499000;35
1909;652954;6
1909;241286;3
1909;625678;11
1909;653139;11
1909;652934;9
1909;518009;6
1909;132653;30
1909;340133;32
1909;296251;54
1909;478935;0
1909;470674;142
1909;447336;29
1909;415746;17
1909;298979;32
1909;637251;84
1909;499287;25
1909;470410;0
1909;499269;19
1909;192221;9
1909;625738;-1
1909;459192;16
1909;321425;17
1909;668551;10
1909;239007;26
1909;208481;28
1909;125881;18
1909;511421;128
1909;672477;0
1909;653119;6
1909;527223;19
1909;125677;18
1909;238847;6
1909;447327;28
1909;623295;69
1909;642355;0
1909;240158;15
1909;703289;13
1909;674925;0
1909;468699;17
1909;118468;0
1909;125205;24
1909;511471;100
1909;652894;3
1909;439908;4
1909;668427;13
1909;145775;1
1909;465559;4
1909;176563;9
1909;447363;6
1909;340702;10
1909;98736;115
1909;499305;31
1909;625708;7
1909;625713;4
1909;292796;3
1909;188837;0
1909;468717;9
1909;625698;4
1909;516854;53
1909;582585;7
1909;703309;7
1909;623320;102
1909;125932;0
1909;625683;10
1909;192239;5
1909;242198;10
1909;281429;116
1909;653149;12
1909;639603;0
1909;125872;16
1909;130295;33
1909;660729;0
1909;411226;15
1909;283096;4
1909;653169;6
1909;177262;5
1909;705519;7
1909;623315;127
1909;679235;0
1909;511436;81
1909;321416;9
1909;478921;9
1909;683863;0
1909;459171;20
1909;460022;8
1909;219565;0
1909;605755;13
1909;192257;4
1909;468654;25
1909;686689;0
1909;668417;12
1909;485779;5
1909;322538;9
1909;683409;0
1909;669049;40
1909;621660;0
1909;449881;21
1909;523792;17
1909;441238;1
1909;335485;1
1909;465665;0
1909;625718;9
1909;673158;11
1909;625688;5
1909;418224;18
1909;125791;16
1909;674915;0
1909;517820;0
1909;342975;136
1909;167203;11
1909;515951;39
1909;705539;3
1909;653159;10
1909;653129;13
1909;524633;30
1909;511480;33
1909;478400;17
1909;320123;11
1909;520172;16
1909;112993;26
1909;625733;4
1909;638075;29
1909;478391;20
1909;705569;8
1909;666629;0
1909;474555;16
1909;335918;25
1909;342784;19
1909;580975;12
1909;683853;0
1909;652944;5
1909;511397;171
1909;462826;62
1909;520163;6
1909;253270;11
1909;459078;29
1909;605765;19
1909;468690;16
1909;264345;110
1909;511451;22
1909;470237;18
1909;401524;8
1909;668447;7
1909;322502;11
1909;485460;9
1909;585277;0
1909;468793;12
1909;605775;0
1909;477162;5
1909;610065;0
1909;638085;34
1909;623305;78
1909;499260;39
1909;418197;18
1909;253623;60
1909;335927;22
1909;679181;0
1909;308093;11
1909;470419;26
1909;650781;0
1909;240805;8
1909;610075;0
1909;673128;6
1909;683295;0
1909;625693;6
1909;652924;0
1909;418342;0
1909;264336;92
1909;499296;24
1909;655614;7
1909;448626;4
1909;680699;0
3087;523792;22
3087;499269;20
3087;653139;5
3087;132653;35
3087;335918;26
3087;653169;11
3087;210057;17
3087;674925;29
3087;683853;6
3087;511436;23
3087;499305;41
3087;125677;12
3087;281429;21
3087;118468;-1
3087;623320;-11
3087;468690;7
3087;296251;51
3087;263411;-1
3087;485460;2
3087;668417;3
3087;625678;6
3087;672477;1
3087;118705;5
3087;468793;8
3087;125872;11
3087;527223;29
3087;321425;19
3087;625733;6
3087;447363;5
3087;652934;7
3087;499287;14
3087;459078;14
3087;239007;12
3087;705539;7
3087;338516;0
3087;240158;9
3087;238847;17
3087;468672;20
3087;673158;0
3087;686689;-7
3087;518009;10
3087;499296;31
3087;125205;14
3087;499260;34
3087;130295;51
3087;668551;15
3087;192221;-17
3087;653149;8
3087;652944;12
3087;411219;0
3087;604555;3
3087;638075;28
3087;683295;3
3087;125881;3
3087;192239;32
3087;253270;5
3087;679235;0
3087;468717;16
3087;465559;3
3087;604545;5
3087;705519;21
3087;510514;8
3087;678501;12
3087;478391;24
3087;580975;11
3087;125932;59
3087;192257;-20
3087;474555;11
3087;642355;0
3087;625718;11
3087;680699;0
3087;679255;30
3087;240805;8
3087;459192;10
3087;673128;0
3087;468654;28
3087;470419;49
3087;321416;20
3087;478935;25
3087;320123;24
3087;447327;27
3087;610075;1
3087;653159;14
3087;653119;9
3087;511451;10
3087;477162;9
3087;411226;64
3087;625708;8
3087;625683;7
3087;487318;0
3087;402410;16
3087;605765;38
3087;676849;9
3087;208481;32
3087;516854;10
3087;441238;24
3087;418197;39
3087;335927;11
3087;283096;0
3087;678495;10
3087;470674;13
3087;605775;18
3087;652954;0
3087;422620;5
3087;98736;47
3087;669049;6
3087;683305;3
3087;650781;1
3087;625688;5
3087;415746;9
3087;499000;13
3087;668447;0
3087;515951;0
3087;660729;-52
3087;125791;7
3087;520172;10
3087;460022;1
3087;511480;37
3087;623295;25
3087;642350;0
3087;176563;8
3087;448626;6
3087;317502;1
3087;639603;-5
3087;449881;35
3087;450098;7
3087;520163;26
3087;638085;32
3087;610065;-7
3087;485779;1
3087;511471;69
3087;418342;0
3087;447336;13
3087;401524;22
3087;167203;2
3087;517820;7
3087;264336;29
3087;470410;0
3087;605745;18
3087;524633;25
3087;342784;11
3087;242198;52
3087;418224;0
3087;511421;38
3087;322538;19
3087;308093;9
3087;511397;50
3087;653129;18
3087;582585;14
3087;637251;-91
3087;125809;8
3087;459171;24
3087;177262;6
3087;468699;13
3087;145775;30
3087;478400;28
3087;342975;6
3087;292796;14
3087;623305;32
3087;683409;1
3087;253623;64
3087;264345;63
3087;652924;6
3087;625738;2
3087;607115;5
3087;605755;20
3087;465665;5
3087;625713;15
3087;322502;21
3087;241286;4
3087;679181;3
3087;478921;27
3087;298979;4
3087;462826;2
3087;335485;67
3087;703309;6
3087;470237;7
3087;674915;9
3087;623315;37
3087;468708;11
3087;340702;13
3087;705569;11
3087;655614;32
3087;625698;10
3087;625693;1
3087;560269;14
3087;340133;14
3087;652894;6
3087;112993;5
3087;447345;0
3087;621660;11
3087;216918;8
3087;188837;3
3087;219565;0
3087;683863;0
1449;342784;10
1449;605745;18
1449;478935;18
1449;585277;30
1449;335927;10
1449;468708;11
1449;637251;74
1449;125872;11
1449;478391;9
1449;118705;3
1449;447363;8
1449;210057;0
1449;216918;9
1449;674925;0
1449;653149;8
1449;655614;0
1449;447345;6
1449;487318;0
1449;653139;9
1449;308093;0
1449;625683;7
1449;125932;20
1449;411226;18
1449;125881;12
1449;468717;10
1449;638085;35
1449;683409;1
1449;283096;0
1449;499000;32
1449;511471;45
1449;523792;20
1449;625738;4
1449;676849;0
1449;468654;15
1449;177262;9
1449;642350;4
1449;485460;0
1449;240805;7
1449;610075;0
1449;415746;15
1449;462826;32
1449;447336;12
1449;625708;10
1449;298979;42
1449;621660;16
1449;518009;4
1449;240158;9
1449;321416;9
1449;459078;24
1449;673158;50
1449;219565;0
1449;582585;0
1449;130295;22
1449;340702;11
1449;625698;3
1449;623305;53
1449;402410;0
1449;192239;2
1449;650781;0
1449;418342;0
1449;263411;0
1449;668427;11
1449;485779;10
1449;673128;3
1449;511480;25
1449;468793;14
1449;652924;14
1449;125809;17
1449;208481;19
1449;666629;0
1449;449881;26
1449;468672;9
1449;322502;4
1449;335485;7
1449;625688;-19
1449;342975;7
1449;652934;8
1449;652944;0
1449;625713;8
1449;322538;27
1449;638075;49
1449;499260;19
1449;580975;14
1449;653169;0
1449;192257;2
1449;605765;19
1449;439908;3
1449;607115;0
1449;441238;16
1449;176563;6
1449;470410;7
1449;460022;0
1449;112993;20
1449;610065;1
1449;660729;-13
1449;296251;32
1449;683305;6
1449;623315;80
1449;465665;0
1449;703289;0
1449;653159;10
1449;607005;0
1449;625678;5
1449;668551;20
1449;118468;1
1449;418224;0
1449;511421;66
1449;515951;36
1449;499296;12
1449;680699;0
1449;653119;8
1449;560269;5
1449;422620;6
1449;639603;0
1449;321425;19
1449;253270;6
1449;465559;1
1449;264345;54
1449;669049;6
1449;652954;4
1449;459192;16
1449;668447;7
1449;499305;16
1449;242198;10
1449;499269;25
1449;470237;25
1449;652894;0
1449;474555;13
1449;705519;1
1449;264336;63
1449;703309;6
1449;527223;21
1449;511451;38
1449;145775;12
1449;448626;7
1449;447327;22
1449;125791;7
1449;686689;0
1449;340133;49
1449;499287;20
1449;625693;-17
1449;335918;36
1449;605775;21
1449;672477;17
1449;418197;6
1449;674915;0
1449;605755;14
1449;653129;12
1449;98736;48
1449;511397;70
1449;524633;22
1449;238847;18
1449;468699;17
1449;679181;0
1449;623295;49
1449;192221;14
1449;468690;9
1449;241286;8
1449;459171;16
1449;253623;28
1449;125205;25
1449;623320;101
1449;320123;19
1449;478400;11
1449;188837;0
1449;520163;14
1449;668417;12
1449;705569;13
1449;281429;47
1449;520172;21
1449;239007;7
1449;167203;1
1449;470674;89
1449;625718;6
1449;625733;13
1449;478921;26
1449;132653;18
1449;477162;9
1449;470419;13
1449;125677;15
1449;511436;21
1449;516854;46
1449;642355;0
1449;705539;7
1449;401524;11
1659;238847;2
1659;340133;16
1659;518009;9
1659;524633;10
1659;499287;15
1659;292796;17
1659;660729;0
1659;604545;4
1659;177262;5
1659;264336;30
1659;125677;7
1659;335485;49
1659;510514;11
1659;625698;15
1659;499305;59
1623;705519;0
1623;468717;15
1623;625718;3
1623;335918;11
1623;167203;2
1623;145775;9
1623;468708;18
1623;672477;13
1623;241286;9
1623;683853;-1
1623;511397;60
1623;652954;3
1623;470237;7
1623;264336;93
1623;450098;0
1623;208481;6
1623;459078;25
1623;447336;18
1623;125932;8
1623;320123;31
1623;499296;23
1623;511451;14
1623;653129;12
1623;125872;14
1623;683305;0
1623;418342;0
1623;470410;0
1623;582585;3
1623;668427;7
1623;605755;13
1623;650781;0
1623;459171;19
1623;520172;11
1623;485779;8
1623;623320;38
1623;192257;-1
1623;625693;8
1623;125205;6
1623;610075;0
1623;478391;20
1623;511480;37
1623;292796;16
1623;125881;16
1623;653119;9
1623;253270;11
1623;415746;5
1623;511421;119
1623;176563;5
1623;679181;10
1623;604545;5
1623;676849;0
1623;468793;8
1623;447327;29
1623;439908;9
1623;499260;7
1623;610065;1
1623;605745;11
1623;660729;13
1623;607005;6
1623;673128;2
1623;308093;-1
1623;401524;5
1623;625738;6
1623;441238;1
1623;679235;0
1623;638085;14
1623;666629;5
1623;605775;23
1623;459192;17
1623;623305;17
1623;132653;30
1623;340702;5
1623;342784;11
1623;335485;27
1623;188837;0
1623;668551;10
1623;487318;6
1623;516854;17
1623;177262;3
1623;192239;4
1623;448626;10
1623;604555;13
1623;637251;36
1623;653149;14
1623;560269;11
1623;296251;42
1623;511436;92
1623;674915;-12
1623;335927;13
1623;705569;7
1623;219565;0
1623;703289;0
1623;130295;22
1623;638075;17
1623;340133;13
1623;112993;10
1623;321425;14
1623;623315;43
1623;239007;15
1623;342975;13
1623;625688;11
1623;652944;9
1623;623295;99
1623;238847;12
1623;321416;19
1623;652934;7
1623;447363;10
1623;523792;23
1623;653139;10
1623;422620;0
1623;449881;16
1623;411219;8
1623;499269;23
1623;625733;8
1623;485460;12
1623;499287;24
1623;653169;10
1623;678501;163
1623;625678;4
1623;322502;9
1623;470674;48
1623;705539;9
1623;465559;9
1623;118468;7
1623;607115;6
1623;653159;17
1623;655614;15
1623;216918;7
1623;402410;7
1623;281429;92
1623;674925;5
1623;465665;2
1623;511471;341
1623;477162;5
1623;411226;37
1623;499305;14
1623;524633;17
1623;527223;24
1623;478935;18
1623;418197;12
1623;98736;84
1623;253623;45
1623;468699;14
1623;683409;0
1623;192221;4
1623;625698;5
1623;683295;20
1623;240805;7
1623;317502;86
1623;242198;5
1623;210057;14
1623;520163;8
1623;460022;0
1623;679255;4
1623;468654;22
1623;580975;12
1623;474555;4
1623;447345;0
1623;652924;8
1623;673138;10
1623;642355;0
1623;125677;22
1623;118705;7
1623;639603;0
1623;518009;9
1623;298979;29
1623;686689;0
1623;673158;19
1623;683863;6
1623;668447;6
1623;418224;17
1623;625708;54
1623;322538;31
1623;478921;17
1944;264336;68
1944;468793;5
1944;673128;0
1944;625683;12
1944;623295;39
1944;98736;76
1944;125791;16
1944;520172;6
1944;652954;2
1944;638085;21
1944;167203;7
1944;686689;0
1944;478935;1
1944;478391;17
1944;263411;0
1944;401524;5
1944;511451;7
1944;605775;13
1944;264345;101
1944;468672;15
1944;582585;7
1944;448626;12
1944;415746;7
1944;499305;10
1944;625713;6
1944;219565;0
1944;499000;16
1944;411226;5
1944;112993;15
1944;653149;12
1944;485779;0
1944;655614;0
1944;653129;7
1944;515951;0
1944;511436;42
1944;308093;0
1944;283096;2
1944;639603;0
1944;478400;9
1944;470419;11
1944;125205;21
1944;660729;50
1944;478921;24
1944;298979;39
1944;447345;8
1944;610065;0
1944;523792;1
1944;580975;6
1944;208481;11
1944;118705;8
1944;238847;3
1944;342784;10
1944;125881;0
1944;605745;11
1944;653159;6
1944;499287;15
1944;468690;17
1944;447336;15
1944;130295;53
1944;625718;6
1944;125872;9
1944;241286;5
1944;610075;0
1944;516854;29
1944;683305;8
1944;511480;12
1944;520163;2
1944;340702;6
1944;625733;5
1944;449881;11
1944;459171;14
1944;253270;6
1944;460022;3
1944;605765;18
1944;511471;93
1944;477162;7
1944;499296;23
1944;240158;10
1944;441238;11
1944;447327;0
1944;210057;2
1944;470410;4
1944;125809;12
1944;239007;14
1944;517820;0
1944;216918;6
1944;321425;14
1944;418197;13
1944;499269;10
1944;638075;18
1944;680699;0
1944;145775;19
1944;637251;45
1944;668417;11
1944;625693;20
1944;605755;14
1944;623320;62
1944;673158;15
1944;668427;0
1944;322502;9
1944;653169;0
1944;676849;0
1944;625678;3
1944;320123;27
1944;669049;14
1944;625708;0
1944;642355;0
1944;340133;20
1944;511421;92
1944;281429;79
1944;468717;5
1944;459078;29
1944;703289;0
1944;470674;106
1944;485460;6
1944;465559;0
1944;511397;108
1944;253623;43
1944;447363;6
1944;342975;5
1944;652934;0
1944;321416;21
1944;418342;0
1944;642350;4
1944;625738;7
1944;468654;8
1944;653119;6
1944;177262;7
1944;465665;3
1944;625698;10
1944;188837;0
1944;623305;88
1944;499260;32
1944;524633;19
1944;468699;3
1944;125677;8
1944;132653;17
1944;474555;4
1944;296251;53
1944;470237;7
1944;462826;14
1944;411219;7
1944;623315;51
1944;459192;12
1944;625688;2
1944;118468;5
1944;683295;0
1944;527223;13
1947;459078;15
1947;499305;14
1947;625688;15
1947;219565;0
1947;623320;38
1947;560269;12
1947;240158;8
1947;653129;13
1947;683409;0
1947;625698;4
1947;465559;11
1947;650781;0
1947;623295;13
1947;112993;17
1947;402410;17
1947;470237;10
1947;468690;11
1947;468699;20
1947;98736;43
1947;668417;11
1947;462826;12
1947;335918;15
1947;125809;17
1947;499269;14
1947;242198;10
1947;449881;36
1947;582585;4
1947;527223;33
1947;680699;0
1947;511397;63
1947;511451;37
1947;447345;8
1947;653169;5
1947;655614;26
1947;478935;20
1947;520172;9
1947;660729;-15
1947;653159;13
1947;447363;12
1947;637251;59
1947;605745;13
1947;241286;9
1947;470410;9
1947;642355;0
1947;638085;20
1947;478921;12
1947;673158;14
1947;468793;22
1947;296251;50
1947;705519;11
1947;192257;6
1947;652954;7
1947;450098;6
1947;478391;12
1947;125932;-1
1947;298979;30
1947;674915;71
1947;623305;8
1947;340133;33
1947;666629;2
1947;705569;2
1947;281429;37
1947;511471;72
1947;459171;14
1947;470674;39
1947;638075;8
1947;411226;35
1947;422620;4
1947;322502;23
1947;342784;15
1947;253270;5
1947;517820;15
1947;625718;7
1947;485779;8
1947;683295;6
1947;418197;16
1947;686689;0
1947;342975;6
1947;668447;0
1947;470419;53
1947;216918;4
1947;679235;0
1947;585277;0
1947;668427;9
1947;145775;12
1947;625693;16
1947;418224;4
1947;683305;0
1947;264336;50
1947;610065;0
1947;210057;12
1947;669049;0
1947;460022;0
1947;192239;23
1947;176563;5
1947;118468;5
1947;499260;21
1947;253623;17
1947;415746;16
1947;674925;-4
1947;652924;2
1947;580975;0
1947;468708;13
1947;652944;10
1947;653139;7
1947;468654;23
1947;524633;25
1947;683853;0
1947;673128;11
1947;499000;39
1947;263411;12
1947;523792;23
1947;487318;0
1947;474555;7
1947;625683;4
1947;683863;0
1947;264345;65
1947;511436;52
1947;485460;19
1947;478400;14
1947;518009;7
1947;321416;52
1947;623315;29
1947;118705;0
1947;130295;31
1947;515951;17
1947;679255;0
1947;238847;0
1947;132653;18
1947;703309;0
1947;520163;6
1947;477162;5
1947;418342;0
1947;625713;12
1947;653149;15
1947;188837;3
1947;703289;6
1947;459192;15
1947;625678;7
1947;499287;8
1947;465665;7
1947;125872;18
1947;653119;12
1947;605765;2
1947;335927;13
1947;125205;8
1947;610075;0
1947;516854;31
1947;447336;44
1947;240805;2
1947;652894;6
1947;192221;-1
1947;283096;8
1947;448626;14
1947;125881;17
1947;621660;2
1947;177262;7
1947;167203;0
1947;322538;10
1947;468717;17
1947;292796;4
1947;401524;12
1947;679181;7
1947;340702;7
1947;335485;34
1947;468672;14
1947;411219;0
1947;511421;75
1947;625708;5
1947;625733;11
1947;499296;7
1947;320123;21
1947;208481;26
1947;676849;0
1947;672477;3
1947;605775;4
1947;447327;43
1947;439908;3
1947;308093;0
1947;605755;10
1947;705539;1
1947;441238;36
1947;125677;17
1947;239007;12
1947;639603;0
1947;652934;13
1947;625738;14
1947;511480;17
1947;125791;14
1947;321425;38
1130;642350;0
1130;320123;27
1130;281429;34
1130;263411;23
1130;112993;4
1130;638075;35
1130;487318;2
1130;264345;60
1130;683305;8
1130;582585;21
1130;342784;7
1130;298979;9
1130;511436;41
1130;125677;12
1130;240805;2
1130;462826;16
1130;655614;147
1130;167203;0
1130;605745;16
1130;642355;0
1130;639603;0
1130;176563;0
1130;192239;21
1130;523792;-1
1130;242198;24
1130;511480;30
1130;520163;0
1130;145775;21
1130;460022;18
1130;676849;0
1130;401524;18
1130;132653;25
1130;283096;5
1130;118468;11
1130;478921;11
1130;125932;74
1130;470410;0
1130;668447;19
1130;449881;10
1130;511421;27
1130;625708;7
1130;459171;12
1130;585277;11
1130;703289;15
1130;604555;0
1130;340702;77
1130;623295;120
1130;637251;135
1130;415746;7
1130;192257;18
1130;418224;10
1130;478400;22
1130;560269;9
1130;240158;3
1130;342975;1
1130;468717;6
1130;210057;3
1130;511451;11
1130;668417;17
1130;683295;0
1130;511471;60
1130;510514;5
1130;465559;7
1130;623320;26
1130;625718;16
1130;485779;1
1130;625678;20
1130;447345;7
1130;610075;0
1130;674915;4
1130;686689;2
1130;239007;14
1130;703309;3
1130;321416;3
1130;518009;20
1130;515951;0
1130;296251;37
1130;470237;94
1130;459078;19
1130;118705;8
1130;474555;10
1130;447336;19
1130;125809;8
1130;321425;27
1130;468654;15
1130;322502;43
1130;653119;10
1130;125205;15
1130;208481;63
1130;511397;14
1130;679181;2
1130;625698;4
1130;402410;13
1130;219565;0
1130;520172;21
1130;192221;-20
1130;253623;49
1130;340133;10
1130;447327;18
1130;625713;31
1130;468699;15
1130;241286;8
1130;653129;5
1130;499287;15
1130;499296;13
1130;485460;-1
1130;638085;36
1130;652894;0
1130;524633;1
1130;623305;48
1130;470419;24
1130;625738;-5
1130;660729;20
1130;625683;-4
1130;177262;3
1130;125791;7
1130;625733;2
1130;130295;30
1130;468708;9
1130;335485;41
1130;317502;9
1130;478391;4
1130;653169;7
1130;477162;8
1130;468793;14
1130;499305;23
1130;527223;14
1130;448626;7
1130;335927;16
1130;674925;2
1130;666629;0
1130;470674;9
1130;669049;12
1130;253270;2
1130;621660;9
1130;499269;27
1130;264336;107
1130;238847;25
1130;673128;7
1130;605755;22
1130;625693;10
1130;517820;5
1130;441238;43
1130;668427;0
1130;610065;1
1130;605775;10
1130;418342;0
1130;418197;14
1130;411219;9
1130;459192;4
1130;680699;0
1130;625688;16
1130;499260;26
1130;623315;109
1130;422620;0
1130;308093;0
1130;188837;1
1130;652954;11
1130;499000;26
1130;98736;32
1130;439908;3
1130;516854;21
1130;465665;6
1130;125872;5
1130;468672;6
1130;335918;17
1130;653159;8
1130;468690;8
1130;411226;0
1130;653149;7
1575;192257;0
1575;523792;39
1575;98736;73
1575;239007;19
1575;652944;8
1575;468708;18
1575;447336;46
1575;439908;7
1575;422620;8
1575;474555;12
1575;441238;10
1575;465665;8
1575;477162;7
1575;582585;12
1575;520172;14
1575;321425;37
1575;652894;10
1575;342975;8
1575;605745;5
1575;415746;16
1575;499287;26
1575;281429;49
1575;459192;27
1575;676849;0
1575;321416;32
1575;462826;53
1575;621660;40
1575;460022;8
1575;470674;108
1575;527223;30
1575;253623;141
1575;524633;52
1575;517820;9
1575;283096;6
1575;653159;19
1575;605755;12
1575;317502;5
1575;411219;15
1575;510514;8
1575;653129;13
1575;625733;16
1575;623320;95
1575;679235;0
1575;125872;13
1575;610065;1
1575;459171;27
1575;335485;2
1575;125881;25
1575;705539;1
1575;625738;21
1575;653139;9
1575;118468;5
1575;585277;26
1575;499296;42
1575;177262;4
1575;487318;0
1575;338516;12
1575;125677;38
1575;448626;7
1575;130295;212
1575;340702;9
1575;604555;6
1575;322502;1
1575;450098;11
1575;511436;32
1575;447345;0
1575;625698;7
1575;219565;0
1575;669049;6
1575;625688;27
1575;478935;24
1575;511397;79
1575;625683;14
1575;623305;82
1575;298979;33
1575;449881;32
1575;418197;34
1575;605775;0
1575;335918;7
1575;468654;22
1575;679255;0
1575;112993;22
1575;468793;16
1575;125932;59
1575;705569;22
1575;703289;7
1575;125791;53
1575;292796;12
1575;499000;61
1575;418342;0
1575;683853;2
1575;638075;22
1575;401524;19
1575;668551;0
1575;625693;22
1575;580975;7
1575;468699;19
1575;478400;216
1575;637251;115
1575;411226;11
1575;499305;36
1575;468690;19
1575;167203;19
1575;705519;17
1575;447363;0
1575;672477;18
1575;652934;0
1575;241286;7
1575;680699;7
1575;625718;21
1575;605765;19
1575;683305;6
1575;402410;12
1575;652954;6
1575;118705;5
1575;655614;14
1575;674925;14
1575;210057;10
1575;335927;8
1575;660729;0
1575;607005;0
1575;470419;33
1575;639603;0
1575;678501;0
1575;703309;6
1575;342784;13
1575;240158;11
1575;623295;58
1575;192239;46
1575;653119;35
1575;668417;0
1575;511471;214
1575;499260;40
1575;642350;8
1575;511421;93
1575;674915;11
1575;638085;22
1575;132653;47
1575;192221;42
1575;642355;3
1575;470237;22
1575;176563;10
1575;296251;314
1575;238847;20
1575;468717;16
1575;625678;7
1575;465559;9
1575;322538;15
1575;242198;34
1575;485460;25
1575;511451;21
1575;320123;21
1575;625713;8
1575;516854;28
1575;668427;9
1575;253270;66
1575;308093;0
1575;623315;105
1575;560269;6
1575;340133;12
1575;264345;182
1575;511480;49
1575;686689;0
